uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,collectDate,endDate,subsampleID,testedDate,testingID,batchID,individualCount,sampleCondition,testProtocolVersion,testResult,cqValue,testPathogenName,remarks,testedBy,laboratoryName,dnaSampleID,dnaSampleCode,extractRNAConcentration,extractDNAConcentration,publicationDate,release
1bd8ac48-243d-4fcc-bfdc-800eff2e4058,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
7ca7521f-da6b-4a81-99d5-0e72378ebebd,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
6dbe851a-ec89-4e3a-8695-ef083cc026e4,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
9af2a0e2-8a81-4d8b-9dc7-5bb698fc735f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ehrlichia muris-like,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
472ee7ee-d21c-436f-a111-7f4650f92af6,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.002,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
c7692e0b-2514-4f78-9b03-1224a89b1ac5,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.002,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ixodes pacificus,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
410b5f61-84ae-42fd-81b4-3295d1afd53e,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.003,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
18dc015c-e2f4-4631-931d-b5f7e6738117,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
df2db0c5-740f-4adf-86b9-166b92807319,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.003,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
55f91a98-af25-4086-a7a5-36db9c69e90c,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.002,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
070f08ee-9f6c-41f6-a7ff-0f1ca3499421,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
22b402bc-8e47-40b9-bb19-a338d08e52c4,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.002,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
2ec4fc26-6cfd-49da-8662-d2f13f9d8743,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ixodes pacificus,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
5bbc310f-4bad-458c-9b10-d315092ad5fa,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.002,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
a9c8ecc9-8e27-4e92-a4ac-560291aa45ec,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
121d6cc5-54db-4c78-a796-1be6ef5018d5,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
fb91a26e-f200-40ae-945f-beb86fa34bd3,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
36d542c6-93e4-4638-900b-3ac0888bb137,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ixodes pacificus,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
11d441c6-3bba-4d40-8e3a-bb6494e6fdf0,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
84d00f43-6924-4323-931b-0b47a34aba95,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.003,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ixodes pacificus,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
89139810-515d-46b1-b5e3-16008d938993,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.003,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
319997d0-4748-4e6c-a76b-9a8799142a2a,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
a4e83e04-8457-41db-b380-23409ea2fcd8,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.003,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
923d2c43-08db-41dd-b587-530b38fe617e,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.002,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
56cd2b1e-aed3-4c63-aa66-86d73c4a5988,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.004,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
e4c2c0d5-ffae-4ddf-bcac-039b337132ea,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2016-07-07T12:33:00Z,2016-07-07T13:28:00Z,HARV_022.20160707.IXOSCA.N,2017-09-14,HARV_022.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
b85dde86-cf60-440f-ad87-49c8cdfcf368,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,2016-07-07T14:11:00Z,2016-07-07T14:45:00Z,HARV_001.20160707.IXOSCA.N,2017-09-13,HARV_001.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
097587ff-2171-4ccd-b898-c0566f8788dc,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,2016-07-07T14:11:00Z,2016-07-07T14:45:00Z,HARV_001.20160707.IXOSCA.N,2017-09-13,HARV_001.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
430b32c5-6095-4a13-8768-cce1d641a385,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,2016-07-07T14:11:00Z,2016-07-07T14:45:00Z,HARV_001.20160707.IXOSCA.N,2017-09-13,HARV_001.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
c1dcf112-0c65-4405-9b0e-12d8cdfe49c7,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,2016-07-07T14:11:00Z,2016-07-07T14:45:00Z,HARV_001.20160707.IXOSCA.N,2017-09-13,HARV_001.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
75dd68fd-b608-4c1d-a28f-3bdb26ee7049,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,2016-07-07T14:11:00Z,2016-07-07T14:45:00Z,HARV_001.20160707.IXOSCA.N,2017-09-13,HARV_001.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
2b1231f3-5b7d-45b2-bbe0-d858113830d2,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,2016-07-07T14:11:00Z,2016-07-07T14:45:00Z,HARV_001.20160707.IXOSCA.N,2017-09-13,HARV_001.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
aadaf510-74f4-4096-b5bd-77068acd7102,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,2016-07-07T14:11:00Z,2016-07-07T14:45:00Z,HARV_001.20160707.IXOSCA.N,2017-09-13,HARV_001.20160707.IXOSCA.N.T.001,NEON_20170831,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251204T230635Z,RELEASE-2026
